6.0,2.0,3.0
0.0,11.0,0.0
5.0,5.0,1.0
1.0,7.0,3.0
1.0,8.0,2.0
2.0,6.0,3.0
5.0,4.0,2.0
6.0,2.0,3.0
7.0,4.0,0.0
2.0,6.0,3.0
10.0,0.0,1.0
10.0,0.0,1.0
68.0,55.0,9.0
20.0,102.0,10.0
63.0,65.0,4.0
49.0,77.0,6.0
49.0,78.0,5.0
52.0,66.0,14.0
66.0,56.0,10.0
66.0,54.0,12.0
64.0,57.0,11.0
56.0,67.0,9.0
89.0,33.0,10.0
96.0,28.0,8.0
