Charlie,Mike,Nate
52.0,42.0,41.0
Charlie,Cullen,Brian,Daniel
25.0,16.0,15.0,  
Charlie,Nate,Daniel
62.0,50.0,43.0
Josh,Brian,Nate
13.0,7.0,6.0
Charlie,Brian,Mike
0.3604,0.3529,0.3478
Charlie,Brian,Cullen
0.6234,0.498,0.4944
Cullen,Nate,Will
77.0,75.0,74.0
Will,McD,Charlie,Matt
8.0,6.0,5.0,  
Brian,Allen,Clint,Mike,Nate,Cullen,Josh
5.0,  ,4.0,  ,  ,3.0,  
Charlie,Will,Brian
1.588,2.411,3.42
Charlie,Allen,Will
0.882,1.07,1.071
Charlie,Nate,Cullen
10.437,10.025,9.581
1.0,1.0,1.0
1.0,1.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,2.0
2.0,3.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
