Ryan,Nate,Brian
51.0,48.0,46.0
Charlie,Allen,Nate,Will,Brian
17.0,15.0,  ,14.0,  
Nate,Clint,Brian,Charlie
48.0,45.0,  ,43.0
Danny,Ryan,Charlie,Nate
10.0,9.0,7.0,  
Cullen,Matt,Ryan
0.382,0.367,0.366
Ryan,Nate,Charlie,Cullen
0.522,  ,0.516,0.514
Cullen,Mike,Matt
78.0,71.0,70.0
Matt,Brian,Charlie,McD,Nate,Tim
6.0,5.0,  ,  ,  ,  
Matt,Brian,Danny
6.0,5.0,4.0
Mike,Brian,Ryan
2.7,2.965,3.203
Mike,Cullen,Nate
1.05,1.127,1.128
Cullen,Danny,Matt
11.14,10.61,10.44
1.0,1.0,1.0
1.0,2.0,2.0
1.0,2.0,1.0
1.0,1.0,2.0
1.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
1.0,5.0,0.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
