41.0,11.0,36.0,6.0,0.319,0.435,55.0,3.0,5.0,3.83333,1.16667,9.16667
30.0,6.0,24.0,3.0,0.287,0.376,29.0,2.0,4.0,3.71739,1.13043,5.67391
48.0,24.0,51.0,1.0,0.386,0.652,44.0,3.0,3.0,5.01429,1.2,8.48571
27.0,11.0,32.0,3.0,0.327,0.447,52.0,4.0,2.0,2.48936,0.76596,9.95745
43.0,12.0,34.0,3.0,0.332,0.455,43.0,2.0,1.0,4.08553,1.28289,7.63816
39.0,10.0,40.0,4.0,0.285,0.435,81.0,9.0,5.0,3.40541,1.01351,9.85135
42.0,9.0,40.0,9.0,0.338,0.423,54.0,3.0,1.0,4.30435,1.54348,10.56522
36.0,9.0,37.0,4.0,0.348,0.437,54.0,4.0,3.0,4.36025,1.30435,9.0559
41.0,13.0,29.0,3.0,0.302,0.447,61.0,8.0,2.0,1.76087,0.81522,8.95109
44.0,17.0,45.0,8.0,0.332,0.518,54.0,5.0,3.0,3.46622,1.01351,9.85135
38.0,10.0,31.0,6.0,0.277,0.393,57.0,7.0,4.0,2.63415,1.04268,9.38415
28.0,3.0,14.0,4.0,0.281,0.327,52.0,3.0,3.0,5.82353,1.39216,9.17647
50.0,14.0,35.0,8.0,0.333,0.449,59.0,2.0,1.0,5.36538,1.48077,10.21154
37.0,15.0,48.0,1.0,0.363,0.54,59.0,4.0,1.0,4.15385,1.26923,10.21154
