Nate,Brian,Josh
50.0,48.0,44.0
Brian,Josh,Tim
24.0,17.0,15.0
Brian,Tim,Josh
51.0,48.0,45.0
Ryan,Josh,Nate,Will,Matt
9.0,8.0,  ,6.0,  
Brian,Tim,Charlie
0.386,0.363,0.348
Brian,Tim,Josh
0.652,0.54,0.518
Cullen,Allen,Nate,Tim
81.0,61.0,59.0,  
Cullen,Allen,Matt
9.0,8.0,7.0
Will,Cullen,Clint,Matt,Brian,Charlie,Josh,McD
5.0,  ,4.0,  ,3.0,  ,  ,  
Allen,Danny,Matt
1.761,2.489,2.634
Danny,Allen,Cullen,Josh
0.766,0.815,1.014,  
Ryan,Nate,Tim,Danny
10.57,10.21,  ,9.95745
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,2.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,2.0
1.0,1.0,1.0
2.0,2.0,4.0
1.0,1.0,1.0
1.0,1.0,2.0
1.0,2.0,1.0
