36.0,9.0,35.0,2.0,0.346,0.458,57.0,4.0,2.0,4.2,1.15,8.55
33.0,13.0,36.0,6.0,0.366,0.504,47.0,4.0,2.0,2.96129,1.04516,8.1871
45.0,19.0,46.0,4.0,0.38,0.587,53.0,5.0,1.0,4.29545,1.21023,8.13068
35.0,12.0,31.0,3.0,0.337,0.469,81.0,3.0,3.0,4.65517,1.13793,10.7734
31.0,7.0,22.0,1.0,0.313,0.369,53.0,3.0,0.0,2.91018,1.20359,8.56886
37.0,13.0,52.0,2.0,0.347,0.515,61.0,6.0,5.0,2.36842,0.89474,9.63158
42.0,14.0,35.0,7.0,0.279,0.409,25.0,1.0,0.0,10.0,4.0,0.0
33.0,10.0,27.0,4.0,0.384,0.49,68.0,5.0,3.0,3.07772,1.18135,9.51295
48.0,16.0,44.0,2.0,0.327,0.487,46.0,3.0,2.0,2.59322,1.10169,7.01695
36.0,12.0,44.0,4.0,0.294,0.409,60.0,3.0,4.0,4.70769,1.49231,8.30769
35.0,9.0,32.0,1.0,0.328,0.421,61.0,5.0,3.0,4.54327,1.11058,7.91827
30.0,7.0,26.0,5.0,0.3,0.395,56.0,5.0,1.0,3.63158,1.36842,8.84211
40.0,11.0,29.0,4.0,0.366,0.463,74.0,2.0,5.0,4.92188,1.39062,10.40625
48.0,16.0,41.0,6.0,0.368,0.512,65.0,3.0,1.0,1.91489,1.04255,12.44681
