40.0,7.0,38.0,6.0,0.336,0.435,66.0,6.0,3.0,3.54545,1.19697,9.0
52.0,15.0,36.0,0.0,0.344,0.495,64.0,5.0,5.0,5.75635,1.49239,8.77157
29.0,12.0,46.0,3.0,0.317,0.451,65.0,3.0,4.0,6.10553,1.52261,8.8191
37.0,8.0,23.0,4.0,0.285,0.364,47.0,3.0,4.0,4.36765,1.27941,9.33088
53.0,14.0,51.0,4.0,0.367,0.528,56.0,5.0,1.0,3.43094,1.22652,8.35359
34.0,15.0,51.0,3.0,0.302,0.482,56.0,4.0,6.0,3.85714,1.19255,9.3913
32.0,9.0,28.0,9.0,0.32,0.416,63.0,3.0,0.0,4.71687,1.3012,10.24699
42.0,10.0,33.0,3.0,0.354,0.467,75.0,2.0,6.0,6.92308,1.52308,10.38462
45.0,16.0,43.0,2.0,0.35,0.525,71.0,6.0,1.0,2.64433,0.95876,9.88144
35.0,14.0,33.0,7.0,0.333,0.478,78.0,7.0,1.0,3.28037,1.09346,9.84112
42.0,10.0,42.0,7.0,0.353,0.49,41.0,1.0,5.0,5.625,1.525,9.225
35.0,12.0,47.0,2.0,0.348,0.515,54.0,5.0,2.0,4.68862,1.29341,8.73054
46.0,15.0,35.0,1.0,0.332,0.472,58.0,4.0,3.0,4.4702,1.29139,10.37086
45.0,12.0,43.0,1.0,0.37,0.492,56.0,5.0,0.0,4.04192,1.22156,9.05389
