6,3,2
11,0,0
5,4,2
2,9,0
6,4,1
4,5,2
26,35,5
9,1,1
2,9,0
5,3,3
8,2,1
2,9,0
0,11,0
34,25,7
69,60,3
95,34,3
66,63,3
51,78,3
76,51,5
68,60,4
342,421,29
80,46,6
50,75,7
72,58,2
71,54,7
51,78,3
18,110,4
425,346,21
