36.0,14.0,35.0,4.0,0.31,0.437,68.0,4.0,3.0,5.4,1.40455,8.34545
38.0,10.0,45.0,4.0,0.327,0.452,36.0,3.0,3.0,4.90909,1.53147,6.7972
46.0,14.0,45.0,5.0,0.359,0.488,43.0,5.0,5.0,2.96532,1.21387,6.71098
33.0,11.0,32.0,10.0,0.348,0.477,55.0,3.0,4.0,4.24286,1.30714,10.60714
41.0,11.0,32.0,2.0,0.317,0.443,71.0,4.0,0.0,2.7,1.05,8.71364
38.0,13.0,29.0,5.0,0.382,0.514,78.0,4.0,3.0,4.57143,1.12698,11.14286
51.0,13.0,39.0,9.0,0.366,0.522,35.0,2.0,1.0,3.20339,1.19492,8.00847
45.0,17.0,43.0,7.0,0.33,0.516,49.0,5.0,2.0,4.75568,1.39773,7.51705
40.0,15.0,38.0,4.0,0.312,0.438,67.0,4.0,2.0,5.68421,1.42105,9.52105
42.0,8.0,31.0,6.0,0.309,0.387,55.0,4.0,3.0,3.62903,1.24194,7.98387
43.0,13.0,35.0,6.0,0.367,0.497,70.0,6.0,6.0,3.43094,1.24309,10.44199
38.0,8.0,32.0,4.0,0.342,0.451,61.0,5.0,2.0,3.81675,1.1466,8.62304
48.0,15.0,48.0,7.0,0.363,0.522,43.0,5.0,2.0,5.07519,1.12782,8.72932
35.0,11.0,36.0,2.0,0.334,0.429,51.0,5.0,1.0,3.81356,1.16949,7.77966
