Allen,Tim,Brian,Ryan
48.0,  ,45.0,42.0
Brian,Allen,Tim,Ryan
19.0,16.0,  ,14.0
Cullen,Brian,Allen,Josh
52.0,46.0,44.0,  
Ryan,Clint,Tim,McD
7.0,6.0,  ,5.0
Charlie,Brian,Tim
0.384,0.38,0.368
Brian,Cullen,Tim
0.587,0.515,0.512
Danny,Nate,Charlie
81.0,74.0,68.0
Cullen,Brian,Charlie,Matt,McD,Will,Clint
6.0,5.0,  ,  ,  ,4.0,  
Cullen,Nate,Josh,Danny,Charlie,Matt
5.0,  ,4.0,3.0,  ,  
Tim,Cullen,Allen
1.915,2.368,2.593
Cullen,Tim,Clint
0.895,1.043,1.045
Tim,Danny,Nate
12.45,10.77,10.41
2.0,1.0,1.0
1.0,2.0,1.0
1.0,1.0,2.0
1.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,4.0,2.0
2.0,1.0,3.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
