27.0,8.0,29.0,6.0,0.276,0.345,59.0,4.0,2.0,3.64865,1.17568,10.76351
30.0,5.0,32.0,3.0,0.329,0.393,71.0,4.0,4.0,4.43662,1.32394,9.0
36.0,9.0,29.0,2.0,0.327,0.395,49.0,3.0,2.0,3.75,1.27083,9.1875
36.0,12.0,34.0,1.0,0.317,0.471,59.0,4.0,2.0,3.68182,0.99351,10.34416
40.0,9.0,32.0,4.0,0.311,0.429,65.0,5.0,1.0,2.72727,1.01515,8.86364
37.0,8.0,32.0,5.0,0.346,0.43,58.0,4.0,2.0,2.73418,1.1962,9.91139
35.0,6.0,35.0,3.0,0.326,0.498,38.0,2.0,2.0,10.0,4.0,0.0
34.0,17.0,49.0,2.0,0.288,0.477,55.0,6.0,2.0,3.26374,1.15385,8.15934
36.0,10.0,27.0,4.0,0.318,0.362,46.0,4.0,6.0,3.98361,1.11475,6.78689
29.0,8.0,31.0,5.0,0.292,0.327,64.0,6.0,1.0,3.0,1.07018,10.10526
39.0,13.0,35.0,4.0,0.345,0.51,57.0,3.0,6.0,3.75,1.35,8.55
46.0,12.0,39.0,2.0,0.412,0.579,43.0,2.0,3.0,5.66434,1.23776,8.11888
44.0,15.0,49.0,5.0,0.318,0.459,51.0,4.0,3.0,4.7929,1.2426,8.14793
36.0,11.0,42.0,4.0,0.332,0.447,30.0,0.0,1.0,4.43284,1.43284,6.04478
