Nate,Daniel,Allen
46.0,39.0,38.0
Clint,Daniel,Nate,Brian
15.0,14.0,  ,11.0
Nate,Daniel,Will,Clint,Charlie,McD
45.0,40.0,35.0,  ,  ,  
Nate,Daniel,Cullen,Matt,Will,Clint
7.0,5.0,  ,  ,4.0,  
Charlie,Josh,Allen
0.3545,0.3532,0.3443
Clint,McD,Daniel
0.515,0.4691,0.4552
Will,Allen,Nate
79.0,73.0,72.0
Josh,Cullen,Matt
8.0,7.0,6.0
Allen,Josh,Nate,Clint,Mike,Matt,Will
6.0,  ,  ,5.0,  ,  ,4.0
Josh,Mike,Clint
1.929,2.4,2.852
Mike,Cullen,Josh
1.05,1.053,1.055
Brian,Will,Josh
10.263,10.206,10.088
1.0,1.0,1.0
1.0,2.0,1.0
1.0,1.0,4.0
1.0,3.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,3.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
