91.0,76.0,9.0,1010.0,985.0,117.0
77.0,85.0,14.0,972.0,1038.0,102.0
57.0,108.0,11.0,858.0,1127.0,127.0
107.0,58.0,11.0,1103.0,878.0,131.0
73.0,89.0,14.0,953.0,1045.0,114.0
58.0,99.0,19.0,904.0,1099.0,109.0
98.0,61.0,17.0,1053.0,942.0,117.0
75.0,89.0,12.0,997.0,1006.0,109.0
77.0,85.0,14.0,979.0,1011.0,122.0
88.0,70.0,18.0,1074.0,929.0,109.0
90.0,71.0,15.0,1030.0,968.0,114.0
78.0,78.0,20.0,1050.0,955.0,107.0
