33.0,8.0,41.0,2.0,0.3285,0.4137,57.0,5.0,2.0,3.989,1.142,8.744
34.0,12.0,32.0,2.0,0.344,0.472,87.0,8.0,3.0,3.19,1.051,9.911
51.0,17.0,50.0,3.0,0.4,0.5797,65.0,5.0,0.0,3.738,1.108,9.0
40.0,6.0,30.0,6.0,0.3557,0.4128,74.0,6.0,3.0,3.013,1.219,8.92
33.0,6.0,28.0,9.0,0.3509,0.3906,56.0,4.0,2.0,4.109,1.207,8.217
34.0,8.0,42.0,1.0,0.3355,0.3947,63.0,6.0,2.0,3.15,1.35,9.45
24.0,6.0,29.0,2.0,0.264,0.32,66.0,6.0,1.0,2.593,1.085,10.068
35.0,12.0,38.0,4.0,0.3251,0.4382,60.0,4.0,2.0,4.238,1.359,7.265
37.0,7.0,32.0,5.0,0.3108,0.3525,49.0,5.0,3.0,4.893,1.289,8.879
38.0,9.0,47.0,3.0,0.3862,0.4983,69.0,5.0,5.0,3.311,0.906,8.788
52.0,13.0,30.0,9.0,0.3816,0.4589,78.0,8.0,3.0,2.821,1.179,10.478
47.0,15.0,54.0,6.0,0.3466,0.5193,57.0,5.0,1.0,2.132,0.967,10.125
3.0,1.0,2.0,5.0,4.0,0.0,6.0,10.0,8.0,9.0,11.0,7.0
