4.0,6.0,1.0
0.0,8.0,3.0
8.0,1.0,2.0
6.0,5.0,0.0
11.0,0.0,0.0
2.0,7.0,2.0
5.0,5.0,1.0
1.0,8.0,2.0
3.0,6.0,2.0
2.0,7.0,2.0
9.0,1.0,1.0
6.0,3.0,2.0
53.0,70.0,9.0
49.0,79.0,4.0
73.0,54.0,5.0
61.0,64.0,7.0
114.0,11.0,7.0
50.0,73.0,9.0
63.0,61.0,8.0
54.0,73.0,5.0
56.0,70.0,6.0
42.0,89.0,1.0
75.0,46.0,11.0
63.0,63.0,6.0
